,Title,Published_date,Views,Favorite,Comments,Month
234,JEE Main - Conics all Previous Year Qs of 2019 & 2020 | 5 Hour Lecture,2021-04-23,41598,0,188,Apr
235,JEE Main - Straight Line all Previous Year Qs of 2019 & 2020,2021-04-21,51509,0,182,Apr
236,Solid State in One Shot - Class 12 Chemistry | Complete NCERT with PYQ's #OPSir,2021-04-20,1141137,0,2148,Apr
237,Class 12 - Amines in One Shot | NCERT (Term-2) #OPSir,2021-04-18,668338,0,1183,Apr
238,2.NCERT Solutions - Aldehyde Ketone and Carboxylic Acids | Part 2,2021-04-15,92987,0,329,Apr
239,"Exercise 12.1, 12.2 & Miscellaneous | Linear Programming | Class 12th Maths | NCERT Solutions",2021-04-14,51696,0,207,Apr
240,CBSE Board Exam Cancelled | Class 10 & Class 12 | Meme,2021-04-14,528692,0,2403,Apr
241,NCERT Solutions - Aldehyde Ketone and Carboxylic Acid,2021-04-13,179649,0,275,Apr
242,7.Reactions of Carboxylic Acid | Aldehyde Ketone and Carboxylic Acid | Lecture 7,2021-04-11,75791,0,388,Apr
243,Class 12 - Relation and Functions NCERT Exercises,2021-04-11,202776,0,545,Apr
244,Class 12 - Linear Programming Problem in 1 Hour | NCERT,2021-04-10,249821,0,647,Apr
245,6.Aldehyde Ketone & Carboxylic Acid | Physical Properties | Lecture 6 #OPSir,2021-04-10,92069,0,283,Apr
246,Students after solving 1 Tough Question | Not an educational video | #shorts,2021-04-09,882853,0,1431,Apr
247,Class 12 - Relation & Functions in 1 hour,2021-04-09,684614,0,1287,Apr
248,Inverse Trigonometry | Class 12 | NCERT and Exemplar Solutions,2021-04-08,72404,0,252,Apr
249,Class 12 - Ye karke dikhao | Meme - not an educational video,2021-04-07,4451753,0,2943,Apr
250,Class 12 - Atoms NCERT Notes for Board Exam | All Previous Year Questions Included,2021-04-07,113601,0,539,Apr
251,5.Carboxylic Acids | Aldehyde Ketone & Carboxylic Acid | Lecture 5,2021-04-06,153581,0,539,Apr
252,Class 12 : Computer Network & Cyber Law Notes | Computer Science,2021-04-05,91544,0,484,Apr
253,Inverse Trigonometric Functions in ONE SHOT | Class 12th Maths,2021-04-04,316699,0,750,Apr
254,JEE Main - Linear Equation all Previous Year Qs of 2019 & 2020,2021-04-03,19229,0,108,Apr
255,How to score 95% in Class 12 English Board Exam in 10 days,2021-04-02,225274,0,2711,Apr
256,JEE Main - Determinants all Previous Year Qs of 2019 & 2020,2021-04-02,38540,0,170,Apr
257,JEE Main - Matrix all Previous Year Qs of 2019 & 2020,2021-04-01,52168,0,220,Apr
258,SQL - Connecting with Python | Class 12 Boards |  Lecture 24,2021-04-01,45054,0,187,Apr
259,When will the syllabus be completed ?,2021-03-31,159058,0,1462,Mar
260,Which Colour Pen to used in Board Exams | 2021,2021-03-31,242216,0,683,Mar
261,JEE Main - Probability all Previous Year Qs of 2019 & 2020,2021-03-30,44537,0,195,Mar
262,JEE Main - 3D Geometry all Previous Year Qs of 2019 & 2020,2021-03-28,70024,0,276,Mar
263,Class 12 Boards | Dual Nature of Radiation and Matter Notes,2021-03-27,162164,0,797,Mar
264,JEE Main - Vector all Previous Year Qs of 2019 & 2020,2021-03-26,70551,0,277,Mar
265,JEE Mains - Relations & Functions all Previous Year Qs of 2019 & 2020,2021-03-20,57752,0,282,Mar
266,JEE Main - SETS | All previous year Questions of 2019 & 2020,2021-03-15,73977,0,227,Mar
267,JEE Main : Differential Equation all Previous Year Qs of 2019 & 2020,2021-03-13,45358,0,179,Mar
268,4.Aldol and Cannizzaro Reaction | Aldehyde Ketone and Carboxylic Acids | Class 12 Boards | Lecture 4,2021-03-12,162588,0,495,Mar
269,JEE Mains - Application of Integration all Previous Year Qs of 2019 & 2020,2021-03-12,28539,0,92,Mar
270,JEE Main - Definite Integration all Previous Year Qs of 2019 & 2020,2021-03-09,64608,0,207,Mar
271,JEE Main : Indefinite Integration all Previous Year Qs of 2019 & 2020,2021-03-09,56988,0,170,Mar
272,D&F Block Best Notes | Class 12 Board Exam,2021-03-08,240024,0,1066,Mar
273,3.2Iodoform Test | Tollens Test | Fehling Test - Aldehyde Ketone & Carboxylic Acid | Class 12 #OPSir,2021-03-06,181440,0,479,Mar
274,Pawri ho rahi hei,2021-03-05,403477,0,2138,Mar
275,JEE Main 2021 : Limits all Previous Year Qs of 2019-2020,2021-03-04,75967,0,342,Mar
276,For all future Engineers/Doctors | Not an educational video,2021-03-03,375272,0,1407,Mar
277,Application of Derivatives -2 | All JEE Main Previous Year Qs of 2019 & 2020,2021-03-03,27865,0,117,Mar
278,3.1Reactions of Aldehydes and Ketones | Class 12 Board | Ketone Aldehyde and Carboxylic Acid,2021-03-02,162524,0,307,Mar
279,JEE Main - All Previous Year Q's of 2019 & 2020 | Application of Derivatives,2021-03-02,51116,0,215,Mar
280,JEE Main - All Previous Year Qs of 2019 & 2020 | Differentiation,2021-03-01,63421,0,254,Mar
281,JEE Mains - Maths Important Topics | Previous Year Qs Playlist is description box,2021-02-28,201660,0,1117,Feb
282,JEE Main - All Previous Year Q's of 2019 & 2020 | Continuity and Differentiability,2021-02-28,80339,0,417,Feb
283,2.Preparation of Aldehydes | Aldehydes Ketones and Carboxylic Acids | Lecture 2 #OPSir,2021-02-27,215787,0,481,Feb
284,1.Aldehydes Ketones and Carboxylic Acid | Class 12 Board | Lecture 1 #OPSir,2021-02-25,554583,0,1066,Feb
285,JEE Main Exam Review | Student Reaction | 2021,2021-02-24,219133,0,1151,Feb
286,Class 12 Boards | Wave Optics Notes,2021-02-23,172120,0,1264,Feb
287,3 Facts for Every Student 🔥,2021-02-20,362548,0,1451,Feb
288,This is where I sleep,2021-02-05,760822,0,4339,Feb
289,Integration Padh lena chahiye tha | Not an educational video,2021-02-02,667129,0,2404,Feb
290,DATABASE AND SQL | Class 12 Python | Computer Science,2021-02-01,376461,0,860,Feb
291,"Circular Queue, Dequeue, PYQs | Class 12 Python | Computer Science for Boards",2021-01-31,34110,0,86,Jan
292,QUEUE | Class 12 Python | Computer Science | Lecture 21,2021-01-31,35435,0,75,Jan
293,Postfix and Prefix Evaluation | Python for Class 12 | Computer Science | Lecture 20,2021-01-30,38413,0,86,Jan
294,"Applications of stacks, Polish Strings, INFIX TO POSTFIX | Class 12 Python | Computer Science",2021-01-29,57131,0,90,Jan
295,Class 12 - Alcohol Phenol & Ether - NCERT Solutions,2021-01-28,75393,0,335,Jan
296,"STACK IMPLEMENTATION | Push, Pop, Display | Class 12 Python | Computer Science for Board",2021-01-28,121471,0,181,Jan
297,Data Structures & Stack | Python for Class 12 | Computer Science | Lecture 17,2021-01-27,160813,0,171,Jan
298,Wave Optics & Semiconductors Notes + Marathon for Class 12 Board Exam❤️,2021-01-26,122215,0,830,Jan
299,Data Visualisation | MATPLOTLIB | Class 12 Python | Computer Science | Lecture 16,2021-01-26,44683,0,101,Jan
300,Marathons❤️ - Fluid Mechanics & Waves for JEE Main/Advanced (26th Jan) | Check Description Box,2021-01-25,52038,0,317,Jan
301,Ether - Preparation and Reaction | Class 12 NCERT | Alcohol Phenol and Ether,2021-01-25,152301,0,376,Jan
302,Algorithm Efficiency & Time Complexity | Python | Class 12 Computer Science for Boards,2021-01-25,34831,0,80,Jan
303,Recursion in Python | Class 12 Computer Science | Lecture 14,2021-01-24,54809,0,187,Jan
304,Ray Optics Notes for Class 12 Board Exams | Complete NCERT and Previous Year Questions,2021-01-22,351562,0,1558,Jan
305,Mike Tyson Most Inspirational Story for students ❤️,2021-01-21,278630,0,1135,Jan
306,Alcohol Phenol and Ethers | NCERT Solutions | Class 12 Chemistry for Boards,2021-01-20,117609,0,272,Jan
307,Reaction of Phenol & Anisole |  Class 12 Chemistry | Lecture 3.2,2021-01-16,171593,0,366,Jan
308,Reaction of Alcohols | Class 12 Chemistry | Lecture 3,2021-01-14,225294,0,323,Jan
309,Previous Year Questions of Matrices | Class 12 Maths | Board Exam,2021-01-13,59770,0,336,Jan
310,Finding Inverse of a Matrix using Elementary Operations | Class 12 Maths | Boards | Lecture 4,2021-01-12,120740,0,221,Jan
311,Exercise 3.3 | Matrices | Class 12th Maths | NCERT Exercise,2021-01-12,43704,0,190,Jan
312,Symmetric and Skew Symmetric Matrices | Class 12 Maths for Boards | Lecture 3,2021-01-11,100633,0,175,Jan
313,Exercise 3.2 | Matrices | Class 12th Maths | NCERT Exercise,2021-01-11,66908,0,146,Jan
314,Preparation of Phenol | Class 12 Chemistry | NCERT,2021-01-10,312009,0,523,Jan
315,"Multiplication, Solving Equation & Transpose of a Matrix | Class 12 Maths | Lecture 2",2021-01-10,101196,0,166,Jan
316,Students During Online Exams | (Not educational content) | Apni Memes,2021-01-09,6765340,0,11978,Jan
317,Exercise 3.1| Matrices | Class 12th Maths | NCERT Exercise,2021-01-08,79278,0,231,Jan
318,Alcohol Phenol and Ethers in 3 Hours for Class 12 Boards | Complete NCERT + Notes,2021-01-07,720548,0,1099,Jan
319,Matrices for Class 12 Boards | Lecture 1,2021-01-06,283201,0,1007,Jan
320,Reaction of Haloarenes | Class 12 | Haloalkanes & Haloarenes | Lecture 6,2021-01-02,169618,0,1191,Jan
321,How individuals are earning 10Lac+/month in early 20’s? Webinar - 31st Dec | Link in description,2020-12-31,372824,0,1673,Dec
322,Mega Lecture - SHM+Waves (Marathon) for JEE Main/Advanced | 30th Dec - 12PM(afternoon),2020-12-29,134287,0,925,Dec
323,Aman Wallah | Maha YouTube Collaboration | Teaser,2020-12-25,766524,0,8419,Dec
324,Exemplar Solutions of Differential Equations | Class 12 Maths | Part-1,2020-12-23,31752,0,240,Dec
325,Big News for all School & College Students,2020-12-23,636708,0,4780,Dec
326,Miscellaneous Exercise of Differential Equations | Class 12 Maths NCERT Solutions,2020-12-23,33624,0,95,Dec
327,Exercise 9.3 | Differential Equations | Class 12 Maths NCERT Solutions,2020-12-22,31643,0,103,Dec
328,Haloalkanes & Haloarenes Solutions Part-2  | NCERT Solutions,2020-12-21,160895,0,460,Dec
329,Formation of Differential Equation | Class 12 Maths | Lecture 5,2020-12-21,29595,0,70,Dec
330,Exercise 9.6 | Differential Equations | Class 12 Maths NCERT Solutions,2020-12-21,44445,0,112,Dec
331,Linear Differential Equations | Class 12 Maths | Lecture 4,2020-12-20,61821,0,152,Dec
332,Class 12 | Never Do These 5 Mistakes in Last 2 Months | How to score 95%+,2020-12-19,360904,0,3777,Dec
333,Exercise 9.5 | Differential Equations | Class 12 Maths NCERT Solutions,2020-12-19,71784,0,149,Dec
334,Homogeneous Differential Equations | Class 12 Maths | Lecture 3,2020-12-19,83558,0,252,Dec
335,SN1 Reaction | Haloalkanes and Haloarenes | Class 12 | Lecture 5,2020-12-18,289345,0,485,Dec
336,Exercise 9.4 | Differential Equations | Class 12 Maths NCERT Solutions,2020-12-18,105461,0,239,Dec
337,Binary and CSV Files in Python | Class 12 Computer Science | Lecture 13,2020-12-18,156210,0,670,Dec
338,Variable Separable | Differential Equations | Class 12 Maths | Lecture 2,2020-12-17,80402,0,155,Dec
339,Exercise 9.1 & 9.2 | Differential Equation | Class 12 Maths NCERT Solutions,2020-12-17,74568,0,157,Dec
340,File Handling in Python | Class 12 Computer Science | Lecture 12,2020-12-17,255674,0,509,Dec
341,Differential Equations | Class 12 Maths NCERT | Lecture 1,2020-12-16,183836,0,382,Dec
342,"String Functions, Library & Packages |  Class 12 Computer Science | Python Lecture 11",2020-12-16,79739,0,253,Dec
343,Integrals Exemplar Remaining Questions | Part-2,2020-12-15,26387,0,119,Dec
344,Jee MAIN BIG NEWS🔥 | Please check Pinned Comment,2020-12-15,355983,0,1719,Dec
345,Integrals Exemplar Important Questions | Part-1,2020-12-15,20843,0,82,Dec
346,SN2 Reaction | Haloalkanes & Haloarenes | Lecture 4,2020-12-14,295199,0,600,Dec
347,Haloalkanes - NCERT Solutions | Class 12 Chemistry,2020-12-12,299484,0,588,Dec
348,Optical Isomerism - Haloalkanes and Haloarenes | Class 12 | Lecture 3.2,2020-12-10,284452,0,593,Dec
349,Isomerism - Haloalkanes and Haloarenes | Class 12 Chemistry | Lecture 3.1,2020-12-08,327893,0,657,Dec
350,Libraries and Modules in Python | Class 12 Computer Science | Lecture 10,2020-12-08,125133,0,433,Dec
351,Miscellaneous Exercise | Application of Integrals | Class 12 Maths,2020-12-08,49666,0,144,Dec
352,Exemplar Solutions - Application of Integrals | Class 12 Maths,2020-12-08,19809,0,106,Dec
353,Curve Tracing - Important Mathematics Lecture,2020-12-07,73125,0,391,Dec
354,Exercise 8.2 Solutions | Application of Integrals,2020-12-07,46424,0,121,Dec
355,Guilt hum khud likhte hei - ShortTalk #3,2020-12-06,188208,0,520,Dec
356,Haloalkanes and Haloarenes for Class 12 Boards | Methods of Preparation | Lecture 2,2020-12-06,617358,0,704,Dec
357,8.1 Exercise Solutions | Application of Integrals -,2020-12-06,132114,0,201,Dec
358,Application of Integrals for Class 12 Boards | Mathematics,2020-12-06,336892,0,449,Dec
359,Talwar | Short Talk #2,2020-12-05,189408,0,773,Dec
360,Returning Value & Global Scope | Class 12 Computer Science - Python 09,2020-12-04,119664,0,482,Dec
361,Haloalkanes & Haloarenes in 4 Hours | Class 12 Chemistry | Lecture-1,2020-12-04,1308479,0,2048,Dec
362,Class 12 Board - Small Motivational Clip,2020-12-02,2564007,0,5573,Dec
363,Kaali Handi | Short Talks #1,2020-12-01,222988,0,1097,Dec
364,Class 12 | Electromagnetic Waves Notes for NCERT Physics | Board Exams | EM Waves | with PYQ's,2020-11-30,204652,0,1485,Nov
365,Integrals Miscellaneous Exercise Solutions | Very Important for Class 12 Boards,2020-11-30,109620,0,335,Nov
366,Functions in Python | Class 12 Python (Computer Science) for Board Exams | Lecture 8,2020-11-29,281603,0,803,Nov
367,Exercise 7.11 | Integration for Class 12  | NCERT Solution,2020-11-28,92648,0,304,Nov
368,Insertion Sort in Python | Class 12 Computer Science |,2020-11-25,94590,0,335,Nov
369,"Exercise 7.8, 7.9 & 7.10 | Integration | Class 12 Maths | NCERT Solutions",2020-11-24,128284,0,324,Nov
370,7. Bubble Sort in Python via Animation | Class 12  Board Exam,2020-11-24,108625,0,297,Nov
371,5. Definite Integrals | Class 12 Boards | Lecture 5,2020-11-23,98773,0,324,Nov
372,6.. Properties of Definite Integrals | Integration | Class 12 Maths,2020-11-23,138912,0,326,Nov
373,6. Dictionaries in Python for Class 12 Boards | Class 11th Revision,2020-11-23,160395,0,321,Nov
374,Exercise 7.6 & 7.7 | Integrals Class 12 Maths | NCERT Solutions,2020-11-22,126801,0,193,Nov
375,4. Integration By Parts | Class 12 Maths for Board Exam | NCERT,2020-11-21,107245,0,382,Nov
376,Class 12 Physics for Board Exam in 7 days | Part-1 | All Previous Year Q's included,2020-11-20,370915,0,3682,Nov
377,Exercise 7.4 & 7.5 | Integrals | Class 12 Maths for Board,2020-11-20,240720,0,605,Nov
378,Class 12 | Biomolecules Hand Written Notes | All Previous Year Questions included | NCERT,2020-11-20,238253,0,1088,Nov
379,3.  Partial Fraction in Integration | Class 12 Maths | NCERT,2020-11-19,188088,0,490,Nov
380,5. Lists and Tuples | Python for Class 12 Board | Revision of Class 11th,2020-11-18,218349,0,441,Nov
381,"4. Python Class 11 Revision Tour | Strings, String Functions | Board Exam",2020-11-17,261679,0,620,Nov
382,Exercise 7.2 & 7.3 | Integrals | Class 12 Maths | NCERT Solutions,2020-11-17,404503,0,623,Nov
383,2. Integration by Substitution | Class 12 Maths NCERT | Lecture 2,2020-11-16,351457,0,701,Nov
384,3.2 Complete IUPAC in 1.5 Hours | Class 12 Organic Chemistry | Final Lecture of IUPAC,2020-11-16,320594,0,838,Nov
385,Exercise 7.1 | Integrals | Class 12 Maths Solutions | NCERT,2020-11-15,225351,0,422,Nov
386,3.1 Complete IUPAC in 1.5 Hours | Organic Chemistry | Class 12 | In Depth Lecture 3.1,2020-11-15,776283,0,1473,Nov
387,3. Class 12 Computer Science Python for Boards | Revision of Class 11th,2020-11-14,295498,0,809,Nov
388,Integrals Class 12 Maths | Basics of Integration | Chapter 7 of NCERT | Lecture 1,2020-11-13,733938,0,990,Nov
389,2. Class 12 Computer Science Python | Revision of Class 11 | Lecture 2,2020-11-13,280477,0,393,Nov
390,2.2 HydroCarbon Final Lecture | Basics of Organic Chemistry for Class 12 & 11th,2020-11-12,318770,0,1019,Nov
391,Class 12 Exemplar Solutions of Application of Derivatives | All remaining questions | Part-2,2020-11-12,15415,0,82,Nov
392,Class 12 Computer Science Python | Revision of Class 11th,2020-11-12,727723,0,1920,Nov
393,Class 12  |  Alternating Current Notes | Best NCERT Notes with all Previous Year Board Questions,2020-11-11,212738,0,1260,Nov
394,Class 12 Exemplar Important Q's | Application of Derivatives,2020-11-10,27415,0,158,Nov
395,"Hydrocarbons -1  | Alkane,Alkene, Alkyne | Class 11 Recap for Class 12 | Basics of Organic Chemistry",2020-11-09,484872,0,1018,Nov
396,Miscellaneous Exercise of Application of Derivatives Class 12 | NCERT Solutions,2020-11-08,61539,0,382,Nov
397,2. Hyperconjugation  & Reaction Intermediates | Organic Chemistry | Class 11 Recap for Class 12,2020-11-07,417405,0,915,Nov
398,Exercise 6.5 | NCERT Solution | Application of Derivatives | Class 12 Maths,2020-11-07,190096,0,370,Nov
399,Magnetism and Matter Class 12 Notes | Previous 10 year Q's integrated,2020-11-06,182525,0,865,Nov
400,5. Maxima and Minima | Class 12 NCERT | Application of Derivatives,2020-11-06,175853,0,380,Nov
401,1.2. Resonance/Mesomeric Effect | Organic Chemistry | Class 11 Recap for Class 12,2020-11-05,649485,0,1354,Nov
402,Exercise 6.4 | NCERT Solution | Application of Derivatives | Class 12 Maths,2020-11-05,35807,0,96,Nov
403,4. Approximations | Class 12 | Application of Derivatives,2020-11-04,67941,0,222,Nov
404,Exercise 6.3 | NCERT Solution | Application of Derivatives | Class 12 Maths,2020-11-03,134745,0,228,Nov
405,1. Organic Chemistry - Basics | Class 12 | Inductive Effect | Class 11 Recap | Lecture 1,2020-11-03,1364506,0,2962,Nov
406,3.Tangents and Normals | Class 12  | Application of Derivatives |  Lecture 3,2020-11-03,146436,0,268,Nov
407,Exercise 6.2 | NCERT Solution | Application of Derivatives | Class 12 Mathematics,2020-11-02,189342,0,441,Nov
408,Electromagnetic Induction Notes | EMI Best Notes | Class 12 Physics,2020-11-01,236598,0,1199,Nov
409,2. Increasing and Decreasing Function Class 12 | Application of Derivatives,2020-11-01,221205,0,458,Nov
410,Exercise 6.1 | NCERT Solution | Application of Derivatives | Class 12 Maths,2020-10-31,119065,0,343,Oct
411,Application of Derivatives | Class 12 Maths NCERT | Lecture 1,2020-10-30,366632,0,809,Oct
412,P Block Notes | All Previous Year Q's | Complete NCERT | Class 12 Chemistry,2020-10-29,359417,0,1955,Oct
413,Miscellaneous Exercise | Continuity and Differentiability | Class 12 Maths | NCERT Solutions,2020-10-27,65224,0,279,Oct
414,Exercise 5.8 | NCERT Solution | Continuity and Differentiability | Class 12 Maths,2020-10-26,38496,0,173,Oct
415,Exercise 5.7 | Continuity and Differentiability | Class 12 Maths NCERT Solution,2020-10-25,62045,0,191,Oct
416,4. Electrochemistry | Electrolysis and Faraday's Law | Class 12 #OPSir,2020-10-25,233215,0,1416,Oct
417,Exercise 5.6 | Continuity and Differentiability | NCERT Solutions | Class 12 Maths,2020-10-24,65231,0,237,Oct
418,Major Announcements for Class 12 | Motivational Video | Schedule of courses?,2020-10-23,223938,0,2966,Oct
419,Exercise 5.5 NCERT Solution | Class 12 Maths | Continuity and Differentiability,2020-10-23,106201,0,293,Oct
420,3.2 Electrochemistry | Electrochemical Series | Class 12 Board | #OPSir,2020-10-23,206582,0,504,Oct
421,Moving Charges and Magnetism Notes | Class 12 Physics | NCERT Notes | Full Marks🔥 | All PYQ's,2020-10-22,278590,0,1400,Oct
422,Exercise 5.4 Continuity and Differentiability | Class 12 Maths | NCERT Solutions,2020-10-21,59221,0,283,Oct
423,Continuity and Differentiability | Class 12 Maths | Final Lecture | Second Order Derivative,2020-10-20,102991,0,462,Oct
424,3.1 Electrochemistry for Class 12 Boards | Conductivity | Kohlrausch's Law,2020-10-19,374757,0,890,Oct
425,Exercise 5.3 of Class 12 Maths Board | Continuity and Differentiability,2020-10-18,98829,0,467,Oct
426,Continuity and Differentiability | Class 12 Maths | Guaranteed 100 |  Lecture 4,2020-10-17,137599,0,673,Oct
427,Class 12 Board | Current Electricity New Notes for Physics Board Exam,2020-10-17,341927,0,1417,Oct
428,Continuity and Differentiability Class 12 Maths | Lecture 3,2020-10-14,133081,0,634,Oct
429,2. Electrochemistry | Class 12 Board  | Standard Hydrogen Electrode | NERNST EQUATION #OPSir,2020-10-12,637006,0,2668,Oct
430,Exemplar Solutions of Continuity and Differentiability | Class 12 Maths,2020-10-12,89437,0,546,Oct
431,Exercise 5.2 of Class 12 Maths | Continuity and Differentiability,2020-10-12,145654,0,734,Oct
432,Jungle Rule for students | Late Night Talk #4,2020-10-11,309364,0,1669,Oct
433,Continuity and Differentiability Class 12 Maths | Guaranteed Full Marks | Lecture 2,2020-10-11,296213,0,1186,Oct
434,Class 12 Board | Electrostatic Potential and Capacitance | New Notes | All PYQ's included,2020-10-10,459221,0,1992,Oct
435,Electrochemistry Exercise Solutions | Class 12 Board Exam,2020-10-09,433873,0,1601,Oct
436,Electrochemistry | Lecture 1 | Class 12 Board | Electrode Potential | Galvanic Cell #OPSir,2020-10-09,1455018,0,6623,Oct
437,Exercise 5.1 | Class 12 Maths | Continuity and Differentiation,2020-10-08,464805,0,2143,Oct
438,Continuity and Differentiability Class 12 Maths | Guaranteed Full Marks | Lecture-1,2020-10-08,1231585,0,7168,Oct
439,The Revolution Begins | Biggest Announcement for all students 🔥 | Teaser video,2020-10-07,770383,0,13070,Oct
440,Class 12 Board | Electrostatics - Electric Charges and Fields | New Notes | All PYQ's covered,2020-10-06,941215,0,4052,Oct
441,Complete Mechanics for JEE in 20 Hours | Cover Backlog/Revision | Mega Marathon | 400+ Questions,2020-09-26,152844,0,2855,Sep
442,Shocking Student Reaction🔥 | NEET 2020 | How was the NEET 2020 | Exam Review🔥,2020-09-13,216561,0,1286,Sep
443,JEE MAIN Paper 1 Result Out,2020-09-11,254095,0,3859,Sep
444,Late Night Talks #3 | How to do what you want/need to do?,2020-09-09,238839,0,1602,Sep
445,Class 12 Board | Amines | Chemistry Notes for CBSE Board Exam,2020-09-08,288623,0,1776,Sep
446,Class 12 Chemistry COMPLETE NCERT Notes | State Board Special❤️| (6 Chapters),2020-09-07,279786,0,2433,Sep
447,Shocking student reaction | JEE Main 2020 | Exam Review,2020-09-03,267703,0,2872,Sep
448,Alcohol Phenol and Ethers | Class 12 Chemistry | Board Exams | New Notes,2020-08-29,223798,0,1946,Aug
449,Haloalkanes & Haloarenes | Class 12 Chemistry | Board Exam | New Notes,2020-08-29,381384,0,1649,Aug
450,Coordination Compounds | Class 12 Board Exam Notes,2020-08-22,283583,0,1886,Aug
451,"Superb Announcements | LIVE |  Colleges, Revision Series, Solopreneurship, Education Loan",2020-08-20,189075,0,2460,Aug
452,Class 12 Board | Solid State Notes | Best Notes for 2020-21 students,2020-08-19,460111,0,2054,Aug
453,Chemical Kinetics Notes for Class 12 Board Exam | Best Notes for 2020 Board Exams,2020-08-17,315178,0,1442,Aug
454,JEE Main 2020 Postponed Latest News | NEET 2020 Postponed Latest News,2020-08-17,269251,0,2187,Aug
455,Surface Chemistry Notes for Class 12 Board Exams | Best Notes | Target 100 | NCERT & PYQ's,2020-08-15,306563,0,1467,Aug
456,Solutions Notes for Class 12 Board Exam | Chemistry | Best Notes | PYQ's Integrated,2020-08-13,424373,0,2311,Aug
457,"Magnetism, EMI, AC | Marathon Classes for JEE Main/Advanced",2020-08-13,115078,0,1279,Aug
458,Electrochemistry Notes for Class 12 Board Exam | Best Notes | PYQ's Integrated,2020-08-11,853566,0,5190,Aug
459,The Secret Money Equation | Late night talks #4,2020-08-02,449888,0,1901,Aug
460,Late night Talks - Focus and distractions,2020-07-24,197197,0,1171,Jul
461,How to cover Backlogs ? | Fastest and Best Method,2020-07-22,651895,0,2232,Jul
462,Class 12 Boards Rechecking and Revaluation | Everything about Improving your marks | 2020,2020-07-18,90747,0,1318,Jul
463,Class 12 Board | How to study for Class 12 Board Exam  | Important study tips to score above 95%,2020-07-17,349513,0,2474,Jul
464,Class 12 Board | (Commerce) - How to study to get Top Scores | Pro-Insights #7,2020-07-16,251831,0,1267,Jul
465,CBSE Class 10 Result Out | How to access Class 10th result | Latest News 🔥🔥,2020-07-15,53336,0,726,Jul
466,"Reality of 1Crore Packages of IIT's, NIT's and IIIT's in India!🔥 | Components of Package",2020-07-14,1333389,0,3298,Jul
467,Private Engineering College to Microsoft | Pro- Insights with Aman #5,2020-07-11,273887,0,1060,Jul
468,Class 12 English | Topics Removed from CBSE Board Exam 2020-21,2020-07-09,190850,0,801,Jul
469,JEE and NEET Postponed 😱🔥,2020-07-03,114949,0,669,Jul
470,Backtracking | Important Algorithm | Simply Explained :),2020-06-14,175186,0,758,Jun
471,Ingredients for Success: Late Night Talks with Aman #1,2020-06-11,255940,0,829,Jun
472,"Advanced Recursion Problems🔥: Flood fill, Permutations of a String, Game Theory.",2020-06-10,99235,0,309,Jun
473,Is Competitive Programming Really Necessary for Cracking Big Tech Company Interviews ? | Shocking!,2020-06-06,133229,0,498,Jun
474,Recursion in 3 steps | Solve any problem | College Placement Course,2020-06-01,199174,0,407,Jun
475,How to get placed in Dream Company | Last 60 days strategy | Important Topics and Algorithms,2020-05-30,55042,0,271,May
476,JEE Main/Advanced Revision Series 2020,2020-05-22,60901,0,424,May
477,Web Development RoadMap | Mern,2020-05-20,304698,0,670,May
478,CBSE Board Exam 2020 News!!! 🔥 Official Dates Announced!,2020-05-08,128108,0,530,May
479,🔥Google Summer of Code🔥 | All about GSOC |  How to prepare for GSOC ?,2020-05-07,47807,0,198,May
480,All about NDA | How to prepare for NDA | Process | Service Pay | National Defence Academy🔥,2020-05-06,126373,0,941,May
481,Ask your doubts ❤️🙌🏻,2020-05-03,89416,0,310,May
482,Off Campus Placement | Guaranteed Job Placement | How to secure off-campus placement in India | 2020,2020-05-01,274251,0,730,May
483,Why Girls don't take Engineering | The Truth from Seniors | Placement Opportunities,2020-04-24,114474,0,522,Apr
484,Zero Sum Subarray | Important Placement Interview Question | Lec-47,2020-04-19,71845,0,197,Apr
485,How to become a Full Stack Developer ? | What is Full Stack Development,2020-04-18,116306,0,369,Apr
486,TOP 7 BEST BOOKS FOR CODING | Must for all Coders,2020-04-07,557712,0,550,Apr
487,Corona Time :How should all students use this time | 20 days strategy,2020-03-21,71310,0,333,Mar
488,CBSE Class 10 SST Board Examm | Student Reaction | Exam Review,2020-03-18,15411,0,97,Mar
489,How to get an Internship in India ? | How to crack Top MNC's | Which semester is the best |,2020-03-17,741519,0,1596,Mar
490,CBSE Class 12 Maths Board Exam Review | Student Reaction | How was Class 12 Maths Exam 2020?,2020-03-17,20940,0,98,Mar
491,CBSE Class 12 Biology Board Exam Review | Student Review 🔥 | Exam Analysis,2020-03-14,41836,0,214,Mar
492,CBSE Class 12 Economics Exam | Student Reaction | Exam Review,2020-03-13,26541,0,155,Mar
493,CBSE Class 10 Maths Board Exam | Student Review | Exam Review,2020-03-12,45251,0,240,Mar
494,CBSE Class 10 Science Board Exam | Student Reaction | Exam Review,2020-03-04,67951,0,543,Mar
495,Biomolecules Part 2 | Class 12 Chemistry for Board Exam,2020-03-03,49041,0,151,Mar
496,Biomolecules -1 | Class 12 Chemistry | Crash Course | Board Exam Special,2020-03-03,222615,0,359,Mar
497,CBSE Class 12 Exam Review | Student Reaction | Exam Review🔥,2020-03-02,94914,0,832,Mar
498,Class 10 Hindi Exam | Student Reaction | Exam Review🔥,2020-02-29,17177,0,120,Feb
